Date,Temperature,Humidity,NO2,SO2,PM2.5
09/01/2021,12,43.5,25.8,21.5,85.7
10/01/2021,11.66,42,27.74,22.49,120.5
11/01/2021,11,49.66,25.51,21.92,96.06
12/01/2021,10,57.7,19.88,22.21,91.18
13/01/2021,9.7,46.66,23.97,22.39,129.58
14/01/2021,9,52.66,13.82,20.19,73.88
15/01/2021,9.5,64,14.6,21.3,73.4
16/01/2021,9.33,60,22.97,22.14,111.9
17/01/2021,9.5,56.3,27.8,23.5,149.4
18/01/2021,9.33,59,27.97,20.64,156.2
19/01/2021,11.33,52.66,43.44,19.88,198.96
20/01/2021,11,54,39.98,21.25,182.1
21/01/2021,10.66,57.66,39.43,21.78,156.53
22/01/2021,10,54.6,29.78,22.28,119.9
23/01/2021,9.5,63,29.14,22.31,142.8
24/01/2021,9.33,74.7,25.02,22.55,107.37
25/01/2021,8.33,79,17.55,22.64,57.11
26/01/2021,9.2,61,24.03,21.69,84.79
27/01/2021,9,63,20.9,19.99,87.6
28/01/2021,8.5,69,23.4,20.5,85.9
29/01/2021,8.3,58,22.9,21.74,86.2
30/01/2021,20,50,5.6,18.33,31.82
31/01/2021,19.33,49.66,9.923,17.62,47.9
01/02/2021,19.5,50,15.67,19.86,78.37
02/02/2021,18.33,56,13.56,18.83,60.92
03/02/2021,18,75,15.4,19.66,62.68
04/02/2021,18,53,16.3,19.7,64.45
05/02/2021,17.5,42,15.67,19.66,58.52
06/02/2021,17.5,39,14.6,21.4,55.69
07/02/2021,17,37,8.7,19.3,36.98
08/02/2021,16.8,30,8.31,20,38.8
09/02/2021,16.5,33,9.66,20.32,44.6
10/02/2021,16,31,9.21,19.67,39.6
11/02/2021,16,28,10.68,20.4,48.6
12/02/2021,16,27,12.4,23.6,51.92
13/02/2021,15.8,31,9.42,19.88,38.8
14/02/2021,15.5,35,10.9,20.57,47.8
15/02/2021,15.3,29,12.8,21,56.7
16/02/2021,15.33,32,12.4,20.59,51.78
17/02/2021,15,33,14.77,21.38,58.6
18/02/2021,15.3,30,15.73,22.3,61.3
19/02/2021,14.8,43,13.8,23.54,59.8
20/02/2021,14.8,58,13.46,22.6,54.9
21/02/2021,15,49,12.5,21.6,47.6
22/02/2021,15.5,46,13.33,23.4,53.6
23/02/2021,16,44,14.6,24.5,62.87
24/02/2021,16.3,45,15.33,25.6,65.9
25/02/2021,16.5,47.6,18.4,27.6,68.2
26/02/2021,16.17,48.86,28.97,22.8,49.45
27/02/2021,15,50.3,19.4,21.6,48.66
28/02/2021,14.6,51.2,19.6,23.14,51.84
01/03/2021,28,34,7.3,11.8,10
02/03/2021,29,39,6,12.6,13.6
03/03/2021,28,49,9.2,15.8,15
04/03/2021,29,43,8.3,14.2,11.5
05/03/2021,30,45,11.9,16.8,23.8
06/03/2021,30,32,14,20.3,34.6
07/03/2021,31,44,14.2,23.6,35.8
08/03/2021,32,29,13.4,22.4,33.4
09/03/2021,32,27,14.6,24.1,36.9
10/03/2021,34,26.7,18.86,21.4,33.6
11/03/2021,33,50,9.8,22.6,38
12/03/2021,32,48,6.9,13.2,20.6
13/03/2021,32,45,8.6,12.7,15.3
14/03/2021,33,52,11,15.8,25
15/03/2021,32,25,12.6,14.3,17.2
16/03/2021,31,55,6.3,12.22,11.6
17/03/2021,32,33,6.88,14.3,14.5
18/03/2021,32,22,12.3,20.1,23
19/03/2021,32,31,8.9,18.3,18.6
20/03/2021,31,30,7.4,15.6,15.4
21/03/2021,31,35,6.8,12.3,19.5
22/03/2021,32,31,7.3,16.3,13.4
23/03/2021,32,30,8.9,17.6,16.2
24/03/2021,33,18,7.9,16.8,14.6
25/03/2021,34,59,6.2,15.6,13.2
26/03/2021,31,40,6.3,12.2,10
27/03/2021,32,49,5.7,13.8,13.9
28/03/2021,34,46,6.88,15.6,18.7
29/03/2021,35,20,7.2,16.44,19.5
30/03/2021,36,16,9.6,17.5,23.5
31/03/2021,26,66,7.1,12.4,17
01/04/2021,27,56,8.2,13.2,17.6
02/04/2021,27,78,9.6,17.6,34.6
03/04/2021,26.7,72.7,6.1,12,17.5
04/04/2021,26.5,70,8.3,15.3,25.2
05/04/2021,26,61,6.4,11.88,16.3
06/04/2021,27,35,10.1,19.1,37.2
07/04/2021,26.5,83,6.5,15.7,26.4
08/04/2021,27,70,7.4,16.3,28.7
09/04/2021,27,78,8.67,17.73,33.2
10/04/2021,28,70,9.1,18.9,33.8
11/04/2021,28,79,7.71,18.4,31.9
12/04/2021,27,56,5.4,11.2,17.9
13/04/2021,27,50,4.33,9.66,15.2
14/04/2021,26,78,4.24,9.1,12.3
15/04/2021,26,49,6.1,10.3,15
16/04/2021,25,58,8.6,13.4,33.8
17/04/2021,25,47,10.52,14.6,34.6
18/04/2021,26,68,8.9,13.2,31.5
19/04/2021,27,49,7.2,12.4,16
20/04/2021,28,54,6.1,11.7,15.2
21/04/2021,28,63.33,6.26,9.03,12.3
22/04/2021,28.6,83,8.3,11.3,16.4
23/04/2021,28,66,9.77,13.7,20.2
24/04/2021,29,73,12.4,17.6,36.2
25/04/2021,30,58,12.73,17.9,37.9
26/04/2021,29,59,11.6,19.1,39.6
27/04/2021,28,48,4.6,8.65,12.6
28/04/2021,26.7,83.33,8.17,10.03,19.54
29/04/2021,25.7,85,5.88,9.3,13.6
30/04/2021,26,63,9.6,13.4,19
01/05/2021,6,26,19.2,26.2,48.9
02/05/2021,6,68,23.6,37.1,56.4
03/05/2021,6,96,18.21,31.6,38.3
04/05/2021,6,88,20.9,32.4,44.9
05/05/2021,11,100,13.72,21.9,23.61
06/05/2021,8.6,79.33,14.46,21.8,24.76
07/05/2021,9,57,22.03,32.96,41.9
08/05/2021,8,86,25.8,40.6,59.2
09/05/2021,7,71,24.6,41.5,57.6
10/05/2021,8,62.7,31.7,41.36,61.55
11/05/2021,8.5,71.33,37.92,45.65,74.82
12/05/2021,8.3,56.33,37.8,40.43,57.8
13/05/2021,8,56.33,29.26,39.06,60.57
14/05/2021,8.5,63,32.6,42.6,71.4
15/05/2021,8,62,33.7,40.3,68.9
16/05/2021,8.3,56,34.6,42.8,73.4
17/05/2021,9,51.33,33.58,43.16,78.44
18/05/2021,8,42,34.6,43.21,76.8
19/05/2021,9,48.66,32.63,41.15,59.58
20/05/2021,9.6,39,32.06,40.77,56.42
21/05/2021,9,43,33.4,40.1,56.3
22/05/2021,8,61,19.8,26.8,40.8
23/05/2021,8,68,20.77,27.2,42.9
24/05/2021,8.5,48,21.8,25.9,44.9
25/05/2021,8,38,25.4,30.3,49.5
26/05/2021,9.33,45.7,31.18,39.4,57.79
27/05/2021,8.3,37,24.7,29.4,46.5
28/05/2021,9,43,25.4,31.2,48.3
29/05/2021,8,35,22.6,28.7,43.8
30/05/2021,9,52,24.31,31.2,46.42
31/05/2021,8.3,62,26.26,36.8,58.7
01/06/2021,20,30,16.2,23.6,17
02/06/2021,19.66,39.66,13.73,19.43,16.43
03/06/2021,19.7,41,19.02,23.76,22.13
04/06/2021,20,42,21.6,29.7,27
05/06/2021,21,29,22.3,28.7,27.66
06/06/2021,22,38,16.8,22.5,22.1
07/06/2021,21,84,8.5,12.73,9.2
08/06/2021,24,52,12.3,19.5,14.6
09/06/2021,22,42,13.2,21.6,14.77
10/06/2021,23,41,13.8,23.1,15.8
11/06/2021,22,48,18.1,24.1,19
12/06/2021,24,30,17.73,23.7,18.6
13/06/2021,24,41,17.84,25.4,19.4
14/06/2021,25,36,22.8,30.1,26.7
15/06/2021,24,85,13.5,19.6,16.4
16/06/2021,23,88,15.6,18.9,14.2
17/06/2021,23,84,13.5,17.3,9.8
18/06/2021,24,68,14.3,18.6,11
19/06/2021,24,38,15.22,19.8,13.5
20/06/2021,23,55,14.8,23.1,16
21/06/2021,22.5,51,9.3,13.6,9.6
22/06/2021,22,96,9.1,12.2,7.3
23/06/2021,23,52,10.8,15.3,10.4
24/06/2021,24,46,13.4,18.8,11.8
25/06/2021,24,37,16.7,19.7,14.6
26/06/2021,25,31,18.5,24.6,17.8
27/06/2021,27,30,15.8,22.8,14.6
28/06/2021,27,27,16.92,25.2,17.55
29/06/2021,27.5,30,15.7,18.5,16.4
30/06/2021,28,59,17.11,20.4,18.2
01/07/2021,23,57,15.7,20.3,16.7
02/07/2021,23,59,16.8,22.8,18.6
03/07/2021,23,38,18.9,25.9,23.6
04/07/2021,23.7,60,20.3,26.8,33
05/07/2021,24,56,14.5,17.6,20.3
06/07/2021,24,41,16.3,20.11,22
07/07/2021,24,37,16.5,20.4,21
08/07/2021,24,32,15.6,19.1,19.2
09/07/2021,24,29,13.33,17.4,18
10/07/2021,24.5,30,13.6,17,18.4
11/07/2021,25,31,13.8,17.7,17.88
12/07/2021,25,28,14.1,16.7,18.2
13/07/2021,25,25,12.5,13.6,16.4
14/07/2021,24.5,27,12.7,18.3,18.7
15/07/2021,25,44,12.66,16.7,15.6
16/07/2021,25.5,32,13.2,15.1,16.8
17/07/2021,26,33,13.5,16.7,18.3
18/07/2021,26,64,13.24,16.8,16.5
19/07/2021,26,40,9.11,17.3,18.8
20/07/2021,26,32,17.3,20.8,31.2
21/07/2021,26.5,35,9.6,13.9,13.4
22/07/2021,27,43,8.6,14.7,14.3
23/07/2021,27,35,8.91,14.6,12.6
24/07/2021,27,27,9.2,13.6,12.2
25/07/2021,27,26,9.4,16.9,11.7
26/07/2021,27.33,82,18.89,22.33,18.3
27/07/2021,28,18,18.6,23.4,20.8
28/07/2021,28,37,18.88,24.7,26.3
29/07/2021,28,49,20.6,26.4,30.2
30/07/2021,28,41,17.3,21.3,22.6
31/07/2021,28,49,15.4,20.2,19
01/08/2021,25,70,7.1,13.68,18
02/08/2021,26,60,8.2,134,17
03/08/2021,27,,9.3,13.77,19.3
04/08/2021,28,45,10.9,14.6,254
05/08/2021,28,48,12.34,14.93,28.3
06/08/2021,27,58,13.48,17.8,33.7
07/08/2021,26.5,80,13.87,19.3,37.4
08/08/2021,26,84.7,9.97,11.21,21.06
09/08/2021,27,83,7.9,13.2,14.8
10/08/2021,26.5,85,9.6,10.8,7.43
11/08/2021,27.3,71,7.82,9.2,5.8
12/08/2021,27.8,70,8.31,12.8,18.9
13/08/2021,27,86,8.88,11.8,15.88
14/08/2021,27.8,80,9.2,14.3,19.8
15/08/2021,28,44,7.6,13.77,15.4
16/08/2021,28.33,47.66,10.92,19.67,31.58
17/08/2021,28,78,9.8,19.42,30.8
18/08/2021,28.3,73,10.43,25.4,37.83
19/08/2021,28,,10.1,22.7,34.8
20/08/2021,27,73,11.8,21.3,30.1
21/08/2021,27,79,9.7,12.6,21.3
22/08/2021,26.8,86,9.55,13.8,20.2
23/08/2021,27.7,76.33,6.24,11.1,12.96
24/08/2021,27,62,6.8,13.4,16.9
25/08/2021,27.8,83,7.8,13.72,17.5
26/08/2021,27.33,59.33,6.93,10.66,20.2
27/08/2021,28,62,9.7,23.46,34.8
28/08/2021,28.33,53.66,8.8,17.73,32.36
29/08/2021,29,57,12.6,17.5,33.41
30/08/2021,29.5,72,14.6,23.9,42.91
31/08/2021,41,15,8.9,19.6,32.9
01/09/2021,40,20,5.7,13.8,31
02/09/2021,40,30,6.88,15.6,10
03/09/2021,38,45,7.2,16.44,20
04/09/2021,38,38,9.6,17.5,15.2
05/09/2021,37,35,7.6,19.2,20.6
06/09/2021,38,40,8.2,18.3,21
07/09/2021,39,18,7.6,17.2,18.6
08/09/2021,38,53,4,8.6,7.8
09/09/2021,37,56,4.3,10.2,9.5
10/09/2021,38,32,4.9,12.8,13.2
11/09/2021,37,51,3.8,11.77,9.88
12/09/2021,35,69,4.5,13.6,14.3
13/09/2021,31,64,3.8,9.6,8.78
14/09/2021,32,30,5.2,13,13.4
15/09/2021,32,62,3.92,11.8,11.3
16/09/2021,33,30,11.3,22.3,33.5
17/09/2021,32,48,13.2,27.9,40.6
18/09/2021,30,80,10.6,20.8,26.9
19/09/2021,29,86,7.6,18.7,20.4
20/09/2021,29,73,8.88,20.6,23.5
21/09/2021,29,61,8.6,18.3,18.6
22/09/2021,28,48,8.44,17.2,17.8
23/09/2021,28,55,6.8,14.6,18.6
24/09/2021,27,53,6.1,10.6,12.6
25/09/2021,27,58,7,10.8,11.3
26/09/2021,27,62,4.6,11.8,9.7
27/09/2021,26,94,5.3,10.2,8.6
28/09/2021,26,83,6.11,9.2,12.3
29/09/2021,26,68,7.2,11.4,12.6
30/09/2021,26,64,7.2,11.4,13.4
01/10/2021,28,76,16.3,17.3,28.3
02/10/2021,28,83,15.22,15.2,24.6
03/10/2021,27.5,70,10.6,11.8,12.5
04/10/2021,27,59,13.54,16.31,23.76
05/10/2021,26,66,7.22,12.1,12.3
06/10/2021,26,52,7.94,13.21,17.6
07/10/2021,25,79,11.3,15.23,23.66
08/10/2021,25,55,10.3,15.94,24.87
09/10/2021,24.5,70,13.71,18.3,30.6
10/10/2021,24,83,10.6,9.7,19.6
11/10/2021,24.8,59,6.21,8.99,10.3
12/10/2021,25,34,7.1,13.6,15.34
13/10/2021,25,50,8.22,14.1,22
14/10/2021,25.6,39,9.64,14.53,27.3
15/10/2021,26,31,7.88,13.87,19.84
16/10/2021,25.8,57,6.73,13.24,17.6
17/10/2021,25,83,6.4,13.7,18.2
18/10/2021,24,41,7.12,7.6,13.4
19/10/2021,24,47,6.82,12.77,15.87
20/10/2021,23.5,44,7.88,12.6,20.8
21/10/2021,23,34,9.42,15.4,32.78
22/10/2021,23,69,11.3,13.88,27
23/10/2021,22.8,72,7.2,11.3,19.66
24/10/2021,22.5,85,6.83,7.68,12.86
25/10/2021,22.3,64,7.33,9.6,18.65
26/10/2021,22,57,7.46,11.2,21.6
27/10/2021,21.8,53,7.62,11.73,23.4
28/10/2021,21.5,50,8.6,12.13,24.11
29/10/2021,21,35,8.22,10.64,22.5
30/10/2021,20.5,43,8.56,11.6,27.2
31/10/2021,20,48,8.15,9.68,22.3
01/11/2021,20,30,16.2,23.6,17
02/11/2021,19.66,39.66,13.73,19.43,16.43
03/11/2021,19.7,41,19.02,23.76,22.13
04/11/2021,20,42,21.6,29.7,27
05/11/2021,21,29,22.3,28.7,27.66
06/11/2021,22,38,16.8,22.5,22.1
07/11/2021,21,46,17.6,20.2,17.4
08/11/2021,20,74,18.93,21.6,20.6
09/11/2021,22,32,16.2,23.1,17.9
10/11/2021,21,48,14.3,22.4,16
11/11/2021,21,66,7.2,13.4,8.9
12/11/2021,20,60,8.7,15.6,12.3
13/11/2021,21,47,12.4,18.5,21.6
14/11/2021,21,36,11.8,18.9,22.9
15/11/2021,22,30,18.6,26.4,30.6
16/11/2021,22,43,19.4,27.3,33.8
17/11/2021,21,37,20.6,30.4,36.87
18/11/2021,21,35,22.3,32.9,39.4
19/11/2021,23,34,24.5,32.46,38.7
20/11/2021,22,58,21.7,27.4,26.3
21/11/2021,21,76,17.5,21.8,18.2
22/11/2021,20,82,7.3,12.6,12.8
23/11/2021,20,83,4.3,8.2,11.6
24/11/2021,19,73.66,10.6,15.6,10.04
25/11/2021,20,60,13.8,14.7,18.6
26/11/2021,21,37,14.7,23.1,20.4
27/11/2021,22,38,17.9,29.2,28.9
28/11/2021,22,60,15.4,26.8,23.6
29/11/2021,23,30,12.3,24.3,16.5
30/11/2021,23,32,16.4,20.9,19.6
01/12/2021,22,33,15.3,17.6,16.4
02/12/2021,8,54,19.2,30.5,62.7
03/12/2021,9.66,58.33,17.16,23.65,29.85
04/12/2021,9.5,48,16.3,19.6,18.9
05/12/2021,9,74,18.6,20.1,20.45
06/12/2021,10,63,19.3,22.4,32.8
07/12/2021,11,51,22.1,29.3,42.3
08/12/2021,11.5,48,27,35.4,61.2
09/12/2021,12,43,28.33,38.5,65.82
10/12/2021,11.8,39,31.22,44.6,71.35
11/12/2021,12.5,40,32.3,47.63,74.82
12/12/2021,13,41,22.4,37.4,53.4
13/12/2021,12,43,27.3,38.6,57.2
14/12/2021,13,39,26.11,37.11,52.9
15/12/2021,14,38,26.3,37.3,50.1
16/12/2021,15,44,32.1,48.6,75.4
17/12/2021,15,46,28.6,45.62,62.9
18/12/2021,16,39,27.33,41.33,58.6
19/12/2021,16.3,43,23.6,40.55,55.83
20/12/2021,16,36,27.8,44.2,59.44
21/12/2021,17,38,31.7,48.2,62.7
22/12/2021,16,42.7,26.03,44.7,59.44
23/12/2021,16,54,27.88,42.61,52.68
24/12/2021,17.5,46,28.4,43.35,55.63
25/12/2021,18,38,25.61,36.4,44.67
26/12/2021,18,36,21.3,34.3,43.2
27/12/2021,19,40,22.6,38.5,46.3
28/12/2021,19,41,18.9,22.6,18.5
29/12/2021,20,32,18.11,23.6,20.1
30/12/2021,15,31.4,29.3,40.2,100.6
31/12/2021,14.5,43.6,32.2,41.3,94.3
01/01/2022,29.63,62,4.7,8.4,18.9
02/01/2022,26.13,70,3.6,7.17,15.73
03/01/2022,28.07,68.33,5.3,8,18.17
04/01/2022,29.37,66.67,6.6,8.23,21.1
05/01/2022,29.7,66.7,3.62,15.96,22.73
06/01/2022,29,73,3.73,16.4,21
07/01/2022,28,74,3.5,14.2,18.3
08/01/2022,27.33,76.33,3.38,11.47,11.93
09/01/2022,27.7,74,3.42,12.36,18.2
10/01/2022,28,66.7,3.36,13.43,22.06
11/01/2022,28.7,66.33,3.62,13.16,21.98
12/01/2022,28.7,67.7,2.83,13.03,21.3
13/01/2022,28,84,3.02,11.7,18.7
14/01/2022,27,76,2.75,11.4,15.8
15/01/2022,27.7,57.33,3.23,12.03,18.93
16/01/2022,28,58,3.36,12.3,26.2
17/01/2022,28.3,57,3.31,13.2,23.24
18/01/2022,28.7,60,3.45,12.67,21.6
19/01/2022,29,59,3.93,16.42,34.06
20/01/2022,30,63,4.51,19.6,43.2
21/01/2022,28.5,75,4,16.4,18.7
22/01/2022,26.7,74.7,3.51,14.23,17.6
23/01/2022,26.7,70,3.55,13.34,21.49
24/01/2022,27.66,62.66,3.96,15.2,30
25/01/2022,28.33,57,4,16.3,28
26/01/2022,28,51.7,3.62,16.65,28
27/01/2022,29,47,3.7,17.4,32
28/01/2022,31,68,3.72,12.4,11.5
29/01/2022,31.5,66,3.6,13.6,15.6
30/01/2022,31.7,61.7,4.02,16.03,28.2
31/01/2022,30.33,72,3.81,12.23,16
01/02/2022,30.7,82.7,3.94,13.15,30.8
02/02/2022,30,72,3.96,13.4,24
03/02/2022,30.33,56,3.78,11.6,21
04/02/2022,31,58,4.07,13.4,24
05/02/2022,31.5,61,3.87,13.12,22
06/02/2022,31,73,4.13,12.5,24
07/02/2022,30.5,76,4.05,13.1,27
08/02/2022,30.33,77.66,3.89,12.4,19.33
09/02/2022,28.33,84.33,3.43,11.42,12
10/02/2022,29.33,73.7,3.47,11.63,13.7
11/02/2022,28.5,78,3.2,11.2,12.6
12/02/2022,30,69,3.24,10.4,10
13/02/2022,30.33,62.7,3.41,12.32,20.56
14/02/2022,32,61,3.24,12.95,21
15/02/2022,33,64,3.3,12.56,16
16/02/2022,28.7,87,3.23,12.43,14.33
17/02/2022,28.33,88.33,3.24,11.7,9.66
18/02/2022,28,77,3.3,10.45,10
19/02/2022,28.5,64,3.51,10.6,13.9
20/02/2022,27.66,50.33,3.91,13.07,15.76
21/02/2022,30,83,3.63,12.3,23
22/02/2022,29,81,3.54,11.12,15.33
23/02/2022,27.33,83,3.62,10.71,15.66
24/02/2022,27,85.7,3.64,12.52,21.33
25/02/2022,26,98,3.05,11.2,12
26/02/2022,26.5,92,3.45,11.47,20
27/02/2022,26,89,2.87,9.88,8.66
28/02/2022,16.66,61,11.15,20.96,38.34
01/03/2022,16,74.33,11.95,22.88,54.22
02/03/2022,16.33,82,9.63,21.7,34.53
03/03/2022,16.5,68,10.98,23.8,42.33
04/03/2022,16,76.3,12.6,26.4,73.4
05/03/2022,15.33,83.33,10.07,19.7,32.38
06/03/2022,16.7,36,9.46,16.6,20.95
07/03/2022,17.33,62.66,7.85,15.4,33.7
08/03/2022,18.66,67,4.88,19.82,33.53
09/03/2022,19,66,4.88,25.96,32.13
10/03/2022,19.5,59,7.6,26.4,47.3
11/03/2022,19.7,54,8.57,30.6,58.73
12/03/2022,21,58,7.36,19.78,32.99
13/03/2022,21,36,11.8,18.9,22.9
14/03/2022,22,30,18.6,26.4,30.6
15/03/2022,22,43,19.4,27.3,33.8
16/03/2022,21,37,20.6,30.4,36.87
17/03/2022,22.3,39,17.6,28.3,38.64
18/03/2022,23,41,16.53,26.4,33.5
19/03/2022,23.33,37,15.6,26.82,36.4
20/03/2022,23.5,38,14.7,19.2,34.68
21/03/2022,24,40,14.33,19.6,33.5
22/03/2022,24.5,43,13.1,19.3,33.2
23/03/2022,25.2,49.2,9,20.14,28.27
24/03/2022,25,43.2,12.66,27.33,26.11
25/03/2022,25.3,41.6,12.82,28.4,26.74
26/03/2022,26.66,39.33,14.64,31.79,27.8
27/03/2022,26,37.66,15.73,34.72,50.81
28/03/2022,26.66,37.66,13.48,35.36,63.72
29/03/2022,26.7,39,14.97,36.93,69.69
30/03/2022,27,31.66,11.03,37.73,53.46
31/03/2022,27.6,65,2.8,12.2,12.8
01/04/2022,27,74.66,2.73,11.63,12.66
02/04/2022,27,72,2.73,13.47,23
03/04/2022,27.6,56.6,2.73,13.13,18
04/04/2022,28,51.33,2.91,13.76,25.7
05/04/2022,26.33,64,2.8,13.83,14.26
06/04/2022,27,58,2.94,14.7,17
07/04/2022,26,60,3.3,15.6,21.2
08/04/2022,25,62,4.05,18,29.53
09/04/2022,24.33,65,4.23,21.12,32.33
10/04/2022,24,70.33,4.31,21.65,31.7
11/04/2022,24,61.33,3.83,17.33,19
12/04/2022,23.5,57,3.91,18.7,27
13/04/2022,23,56,3.92,19.2,29
14/04/2022,23,54,3.45,19.4,27.2
15/04/2022,23,54.33,3.55,17.03,23.2
16/04/2022,23,51.66,3.69,17.42,28.26
17/04/2022,22.5,50.8,3.5,18.4,29.4
18/04/2022,22.3,48,3.71,18.53,24.33
19/04/2022,21.7,59.66,3.54,15.9,17
20/04/2022,21.33,56,3.65,16.8,21
21/04/2022,21,47,3.68,17.5,22.6
22/04/2022,20.7,43,3.57,17.3,21.8
23/04/2022,20.66,40.33,3.72,16.56,24.66
24/04/2022,21.7,42.33,3.47,16.83,26.7
25/04/2022,21,48,3.72,17.8,28
26/04/2022,22,42.7,3.83,18.1,28
27/04/2022,21,38,3.9,19.2,32
28/04/2022,21.7,42,4.17,21.8,34
29/04/2022,22,46.33,4.32,23.16,42
30/04/2022,21.7,46.33,4.93,24.5,51
01/05/2022,9.7,75.33,8.94,20.12,62.5
02/05/2022,9,77.33,8.36,20.35,61.17
03/05/2022,8.33,82.33,8.86,20.3,24.86
04/05/2022,8.5,63,9.67,20.21,52.43
05/05/2022,8.7,71,10.33,20.86,66.4
06/05/2022,9,75,9.18,20.49,73.4
07/05/2022,9.66,65.66,9.7,19.75,38.83
08/05/2022,9.5,58.6,10.51,19.58,54.58
09/05/2022,9.66,56.66,8.53,18.8,26.76
10/05/2022,10,44.33,9.03,19.73,49.35
11/05/2022,10.5,33,9.6,20.2,51.44
12/05/2022,11.5,42,10.48,20.7,78.84
13/05/2022,12,46,11.7,20.9,70.92
14/05/2022,12.33,51,11.34,21.52,68.57
15/05/2022,13.7,44,11.7,23.4,57.5
16/05/2022,14.33,36.7,11.96,20.91,63.31
17/05/2022,14.8,43,11.51,22.87,57.6
18/05/2022,15.33,49,11.2,23.8,49.4
19/05/2022,15.3,36,10.3,20.3,23.66
20/05/2022,15.5,38,10.42,20.1,226
21/05/2022,15.66,51.66,11.7,20.92,39.99
22/05/2022,14,70,10.61,19.88,54.66
23/05/2022,14.7,86.33,9.57,25.44,45.96
24/05/2022,14.33,85,9.93,18.82,75.11
25/05/2022,14,93,9.52,18.62,36.28
26/05/2022,14.5,90,9.7,18.68,41.16
27/05/2022,15,61.7,9.44,18.1,41.88
28/05/2022,15.33,44.33,11.41,23.19,45.61
29/05/2022,15,42,5.2,23.6,35.6
30/05/2022,15.6,57,5.4,28.7,51
31/05/2022,15.33,56,5.5,30.6,68.9
01/06/2022,15.33,58,5.4,31.8,75.3
02/06/2022,15,53.7,7.23,30.36,92.03
03/06/2022,14.33,47,7.56,30.63,65.16
04/06/2022,14.7,46,8.99,32.3,66.8
05/06/2022,15,48,10.3,34.6,70.6
06/06/2022,14.3,50,9.53,31.4,57.8
07/06/2022,14,52,9.33,30.1,46.2
08/06/2022,13.7,51,11.7,32.9,52.46
09/06/2022,13.6,52.7,12.9,33.3,53.86
10/06/2022,13,50.7,11.33,29.46,45.3
11/06/2022,13.7,48,10.9,28.66,43.7
12/06/2022,13.7,42,11.3,28.9,45.9
13/06/2022,13.3,39,11.6,31.22,49.5
14/06/2022,13,37,12.7,31.7,57.6
15/06/2022,12.7,40,13.55,33.8,72
16/06/2022,12.7,42.66,15.93,31.83,70.33
17/06/2022,13,43,14.6,33.8,84.3
18/06/2022,13,45,15.7,35.6,89.5
19/06/2022,12.7,54,14.3,33.5,80
20/06/2022,12.7,47,14.56,33.84,81
21/06/2022,12.33,42,13.7,32.6,74
22/06/2022,12.33,40,15.2,39.7,96.3
23/06/2022,12,45,14.81,38.6,90
24/06/2022,12,48,13.6,33.21,73.6
25/06/2022,12,50,13.8,31.7,72.4
26/06/2022,11.7,54,14.3,32.6,80
27/06/2022,11.7,73,12.4,31.6,47.8
28/06/2022,11.33,70,11.3,29.4,40.2
29/06/2022,23,57,15.7,20.3,16.7
30/06/2022,23,59,16.8,22.8,18.6
01/07/2022,23,38,18.9,25.9,23.6
02/07/2022,23.7,60,20.3,26.8,33
03/07/2022,24,56,14.5,17.6,20.3
04/07/2022,24,41,16.3,20.11,22
05/07/2022,24,37,16.5,20.4,21
06/07/2022,24,32,15.6,19.1,19.2
07/07/2022,24,29,13.33,17.4,18
08/07/2022,24.5,30,13.6,17,18.4
09/07/2022,25,31,13.8,17.7,17.88
10/07/2022,25,28,14.1,16.7,18.2
11/07/2022,25,25,12.5,13.6,16.4
12/07/2022,24.5,27,12.7,18.3,18.7
13/07/2022,25,44,12.66,16.7,15.6
14/07/2022,25.5,32,13.2,15.1,16.8
15/07/2022,26,33,13.5,16.7,18.3
16/07/2022,26,64,13.24,16.8,16.5
17/07/2022,26,40,9.11,17.3,18.8
18/07/2022,26,32,17.3,20.8,31.2
19/07/2022,26.5,35,9.6,13.9,13.4
20/07/2022,27,43,8.6,14.7,14.3
21/07/2022,27,35,8.91,14.6,12.6
22/07/2022,27,27,9.2,13.6,12.2
23/07/2022,27,26,9.4,16.9,11.7
24/07/2022,27.33,82,18.89,22.33,18.3
25/07/2022,28,18,18.6,23.4,20.8
26/07/2022,28,37,18.88,24.7,26.3
27/07/2022,28,49,20.6,26.4,30.2
28/07/2022,28,41,17.3,21.3,22.6
29/07/2022,32,36.66,4.61,16.44,22.66
30/07/2022,33.7,32.33,4.2,15.57,12.46
31/07/2022,34,26.33,4.23,14.1,13.86
01/08/2022,35,21.6,4.35,14.62,19.86
02/08/2022,35.7,18.33,4.41,14.68,23.43
03/08/2022,37,17,4.72,15.6,26.3
04/08/2022,37.33,20.66,5.07,16.09,35.76
05/08/2022,38,19.4,4.86,17.3,47
06/08/2022,37.63,19.83,5.57,16.2,34.98
07/08/2022,38,20,4.41,15.11,21
08/08/2022,37,25,4.43,15.3,22.7
09/08/2022,33.66,31,4.63,13.3,29.46
10/08/2022,34.17,23,5.4,12.97,26.17
11/08/2022,34.66,22,4.72,14.07,35
12/08/2022,36.33,25.66,4.77,15.56,49.33
13/08/2022,31.33,57.33,4.33,13.31,16.33
14/08/2022,34.7,34.33,6.06,18.71,28.06
15/08/2022,34.33,35.33,5.97,20.16,25
16/08/2022,30,79,3.99,11.33,11.33
17/08/2022,26,77.7,3.83,11.76,12.16
18/08/2022,24,76,3.9,12.53,10.93
